name,lat,lon,timeBound,budget,importance,quality,area,profit,length,time,status
ils,58.603,16.153,15,100000,0,0.876544,2.07717e+08,87654.4,104676,15000,1
sel,58.603,16.153,15,100000,0.5,0.00259309,-468.586,518.62,99996.7,58,1
ilp,58.603,16.153,15,100000,0.5,-1,-1,-1,-1,19778,3
jog,58.603,16.153,15,100000,0.5,0.437921,2.0771e+08,86923.1,104679,290,1
ils,58.603,16.153,15,100000,0.5,0.441578,2.07717e+08,87654.4,104676,15000,1
sel,58.603,16.153,15,100000,1,-1.49156e-08,-468.586,518.62,99996.7,20,1
ilp,58.603,16.153,15,100000,1,-1,-1,-1,-1,17039,3
jog,58.603,16.153,15,100000,1,-0.00203308,-6.38712e+07,78552.5,100208,226,1
ils,58.603,16.153,15,100000,1,-0.00187276,-5.88346e+07,78289.6,100144,15000,1
sel,58.6998,16.7198,15,1000,0,0.210639,0,210.639,842.556,0,1
ilp,58.6998,16.7198,15,1000,0,-1,-1,-1,-1,17079,3
jog,58.6998,16.7198,15,1000,0,0.210729,0,210.729,2229.13,0,1
ils,58.6998,16.7198,15,1000,0,0.210729,0,210.729,2229.13,15000,1
sel,58.6998,16.7198,15,1000,0.5,0.10532,0,210.639,842.556,0,1
ilp,58.6998,16.7198,15,1000,0.5,-1,-1,-1,-1,444,3
jog,58.6998,16.7198,15,1000,0.5,0.105365,0,210.729,2229.13,0,1
ils,58.6998,16.7198,15,1000,0.5,0.105365,0,210.729,2229.13,15000,1
sel,58.6998,16.7198,15,1000,1,0,0,210.639,842.556,0,1
ilp,58.6998,16.7198,15,1000,1,-1,-1,-1,-1,17381,3
jog,58.6998,16.7198,15,1000,1,0,0,210.729,2229.13,0,1
ils,58.6998,16.7198,15,1000,1,0,0,210.729,2229.13,15000,1
sel,58.6998,16.7198,15,2500,0,0.0842556,0,210.639,2106.39,0,1
ilp,58.6998,16.7198,15,2500,0,-1,-1,-1,-1,19739,3
jog,58.6998,16.7198,15,2500,0,0.94289,0,2357.22,7029.78,0,1
ils,58.6998,16.7198,15,2500,0,0.94289,0,2357.22,7029.78,15000,1
sel,58.6998,16.7198,15,2500,0.5,0.0421278,0,210.639,2106.39,0,1
ilp,58.6998,16.7198,15,2500,0.5,-1,-1,-1,-1,19762,3
jog,58.6998,16.7198,15,2500,0.5,0.471445,0,2357.22,7029.78,0,1
ils,58.6998,16.7198,15,2500,0.5,0.471445,0,2357.22,7029.78,15000,1
sel,58.6998,16.7198,15,2500,1,0,0,210.639,2106.39,0,1
ilp,58.6998,16.7198,15,2500,1,-1,-1,-1,-1,17002,3
jog,58.6998,16.7198,15,2500,1,-4.74319e-17,-9.31323e-10,374.872,3448.97,0,1
ils,58.6998,16.7198,15,2500,1,-4.74319e-17,-9.31323e-10,374.872,3448.97,15000,1
sel,58.6998,16.7198,15,5000,0,0.0421278,0,210.639,4634.06,0,1
ilp,58.6998,16.7198,15,5000,0,-1,-1,-1,-1,17040,3
jog,58.6998,16.7198,15,5000,0,0.588927,0,2944.64,8201.24,0,1
ils,58.6998,16.7198,15,5000,0,0.588927,0,2944.64,8201.24,15000,1
sel,58.6998,16.7198,15,5000,0.5,0.0210639,0,210.639,4634.06,0,1
ilp,58.6998,16.7198,15,5000,0.5,-1,-1,-1,-1,17485,3
jog,58.6998,16.7198,15,5000,0.5,0.294464,0,2944.64,8201.24,1,1
ils,58.6998,16.7198,15,5000,0.5,0.294464,0,2944.64,8201.24,15000,1
sel,58.6998,16.7198,15,5000,1,0,0,210.639,4634.06,0,1
ilp,58.6998,16.7198,15,5000,1,-1,-1,-1,-1,19646,3
jog,58.6998,16.7198,15,5000,1,-0.00164159,-128930,990.753,7434.72,1,1
ils,58.6998,16.7198,15,5000,1,0.00164159,128930,990.753,7434.72,15000,1
sel,58.6998,16.7198,15,10000,0,0.0210639,0,210.639,9689.39,0,1
ilp,58.6998,16.7198,15,10000,0,-1,-1,-1,-1,19590,3
jog,58.6998,16.7198,15,10000,0,0.848513,3.43853e+06,8485.13,12326.3,2,1
ils,58.6998,16.7198,15,10000,0,0.848513,3.43853e+06,8485.13,12326.3,15000,1
sel,58.6998,16.7198,15,10000,0.5,0.0105319,0,210.639,9689.39,0,1
ilp,58.6998,16.7198,15,10000,0.5,-1,-1,-1,-1,16989,3
jog,58.6998,16.7198,15,10000,0.5,0.418784,-3.43853e+06,8485.13,12326.3,0,1
ils,58.6998,16.7198,15,10000,0.5,0.418784,-3.43853e+06,8485.13,12326.3,15000,1
sel,58.6998,16.7198,15,10000,1,0,0,210.639,9689.39,0,1
ilp,58.6998,16.7198,15,10000,1,-1,-1,-1,-1,17017,3
jog,58.6998,16.7198,15,10000,1,-0.0109452,-3.43853e+06,8157.86,10304.8,1,1
ils,58.6998,16.7198,15,10000,1,-0.0109452,-3.43853e+06,8157.86,10304.8,15000,1
sel,58.6998,16.7198,15,25000,0,0.00842556,0,210.639,24855.4,0,1
ilp,58.6998,16.7198,15,25000,0,-1,-1,-1,-1,17191,3
jog,58.6998,16.7198,15,25000,0,0.749845,-1.18105e+07,18746.1,28450.8,8,1
ils,58.6998,16.7198,15,25000,0,0.768833,-1.30264e+07,19220.8,28445.5,15000,1
sel,58.6998,16.7198,15,25000,0.5,0.00421278,0,210.639,24855.4,0,1
ilp,58.6998,16.7198,15,25000,0.5,-1,-1,-1,-1,17385,3
jog,58.6998,16.7198,15,25000,0.5,0.371915,-1.18105e+07,18746.1,28450.8,19,1
ils,58.6998,16.7198,15,25000,0.5,0.381099,-1.30264e+07,19220.8,28445.5,15000,1
sel,58.6998,16.7198,15,25000,1,0,0,210.639,24855.4,0,1
ilp,58.6998,16.7198,15,25000,1,-1,-1,-1,-1,19589,3
jog,58.6998,16.7198,15,25000,1,-0.0112703,-2.21292e+07,12880.7,25932.8,18,1
ils,58.6998,16.7198,15,25000,1,-0.0112426,-2.20748e+07,12442.9,25920,15000,1
sel,58.6998,16.7198,15,50000,0,0.00421278,0,210.639,49710.8,0,1
ilp,58.6998,16.7198,15,50000,0,-1,-1,-1,-1,16957,3
jog,58.6998,16.7198,15,50000,0,0.800562,-3.74481e+07,40028.1,50275.4,36,1
ils,58.6998,16.7198,15,50000,0,0.832585,-3.75201e+07,41629.2,50263.8,15000,1
sel,58.6998,16.7198,15,50000,0.5,0.00210639,0,210.639,49710.8,0,1
ilp,58.6998,16.7198,15,50000,0.5,-1,-1,-1,-1,17021,3
jog,58.6998,16.7198,15,50000,0.5,0.397897,-3.74481e+07,40028.1,50275.4,35,1
ils,58.6998,16.7198,15,50000,0.5,0.410135,-3.73898e+07,41251.6,50231.7,15000,1
sel,58.6998,16.7198,15,50000,1,0,0,210.639,49710.8,0,1
ilp,58.6998,16.7198,15,50000,1,-1,-1,-1,-1,16973,3
jog,58.6998,16.7198,15,50000,1,-0.00828082,-6.50374e+07,36545.4,49105.2,38,1
ils,58.6998,16.7198,15,50000,1,-0.00822242,-6.45787e+07,35495.9,49058.5,15000,1
sel,58.6998,16.7198,15,100000,0,0.00210639,0,210.639,99842.9,0,1
ilp,58.6998,16.7198,15,100000,0,-1,-1,-1,-1,17469,3
jog,58.6998,16.7198,15,100000,0,-1,-1,-1,-1,602,2
ils,58.6998,16.7198,15,100000,0,-1,-1,-1,-1,602,2
sel,58.6998,16.7198,15,100000,0.5,0.0010532,0,210.639,99842.9,1,1
ilp,58.6998,16.7198,15,100000,0.5,-1,-1,-1,-1,19609,3
jog,58.6998,16.7198,15,100000,0.5,-1,-1,-1,-1,575,2
ils,58.6998,16.7198,15,100000,0.5,-1,-1,-1,-1,575,2
sel,58.6998,16.7198,15,100000,1,0,0,210.639,99842.9,1,1
ilp,58.6998,16.7198,15,100000,1,-1,-1,-1,-1,19600,3
jog,58.6998,16.7198,15,100000,1,-1,-1,-1,-1,589,2
ils,58.6998,16.7198,15,100000,1,-1,-1,-1,-1,589,2
sel,58.8295,15.8478,15,1000,0,3.24554e-05,0,0.0324554,649.108,0,1
ilp,58.8295,15.8478,15,1000,0,-1,-1,-1,-1,19683,3
jog,58.8295,15.8478,15,1000,0,0.191931,2.32831e-09,191.931,3754.7,0,1
ils,58.8295,15.8478,15,1000,0,0.191931,2.32831e-09,191.931,3754.7,15000,1
sel,58.8295,15.8478,15,1000,0.5,1.62277e-05,0,0.0324554,649.108,0,1
ilp,58.8295,15.8478,15,1000,0.5,1.12724e-05,0,0.0225449,676.347,17622,0
jog,58.8295,15.8478,15,1000,0.5,-0.0831228,-523371,0.348486,3484.86,0,1
ils,58.8295,15.8478,15,1000,0.5,-0.0831228,-523371,0.348486,3484.86,15000,1
sel,58.8295,15.8478,15,1000,1,0,0,0.0324554,649.108,0,1
ilp,58.8295,15.8478,15,1000,1,-1,-1,-1,-1,374,3
jog,58.8295,15.8478,15,1000,1,-0.166594,-523371,0.348486,3484.86,0,1
ils,58.8295,15.8478,15,1000,1,-0.166594,-523371,0.348486,3484.86,15000,1
sel,58.8295,15.8478,15,2500,0,4.7533e-05,0,0.118833,2376.65,0,1
ilp,58.8295,15.8478,15,2500,0,-1,-1,-1,-1,16941,3
jog,58.8295,15.8478,15,2500,0,0.303206,523371,758.015,5000.19,0,1
ils,58.8295,15.8478,15,2500,0,0.303206,523371,758.015,5000.19,15000,1
sel,58.8295,15.8478,15,2500,0.5,2.37665e-05,0,0.118833,2376.65,0,1
ilp,58.8295,15.8478,15,2500,0.5,-1,-1,-1,-1,380,3
jog,58.8295,15.8478,15,2500,0.5,0.138276,-523371,758.015,5000.19,0,1
ils,58.8295,15.8478,15,2500,0.5,0.151543,0,757.713,2432.05,15000,1
sel,58.8295,15.8478,15,2500,1,0,0,0.118833,2376.65,0,1
ilp,58.8295,15.8478,15,2500,1,-1,-1,-1,-1,384,3
jog,58.8295,15.8478,15,2500,1,-0.026655,-523371,0.348486,3484.86,0,1
ils,58.8295,15.8478,15,2500,1,-0.026655,-523371,0.348486,3484.86,15000,1
sel,58.8295,15.8478,15,5000,0,0.0639786,0,319.893,4934.84,0,1
ilp,58.8295,15.8478,15,5000,0,-1,-1,-1,-1,17216,3
jog,58.8295,15.8478,15,5000,0,0.0518964,-3.72529e-09,259.482,6579.76,0,1
ils,58.8295,15.8478,15,5000,0,0.0518964,-3.72529e-09,259.482,6579.76,15000,1
sel,58.8295,15.8478,15,5000,0.5,0.0319893,0,319.893,4934.84,0,1
ilp,58.8295,15.8478,15,5000,0.5,-1,-1,-1,-1,17761,3
jog,58.8295,15.8478,15,5000,0.5,0.0259482,-3.72529e-09,259.482,6579.76,0,1
ils,58.8295,15.8478,15,5000,0.5,0.0259482,-3.72529e-09,259.482,6579.76,15000,1
sel,58.8295,15.8478,15,5000,1,0,0,319.893,4934.84,0,1
ilp,58.8295,15.8478,15,5000,1,-1,-1,-1,-1,19664,3
jog,58.8295,15.8478,15,5000,1,-0.00666376,-523371,0.444716,5409.47,0,1
ils,58.8295,15.8478,15,5000,1,-0.00666376,-523371,0.444716,5409.47,15000,1
sel,58.8295,15.8478,15,10000,0,0.0319921,0,319.921,9975.77,0,1
ilp,58.8295,15.8478,15,10000,0,-1,-1,-1,-1,19455,3
jog,58.8295,15.8478,15,10000,0,8.48128e-05,-1.65189e+06,0.848128,9553.82,0,1
ils,58.8295,15.8478,15,10000,0,8.48128e-05,-1.65189e+06,0.848128,9553.82,15000,1
sel,58.8295,15.8478,15,10000,0.5,0.0159961,0,319.921,9975.77,0,1
ilp,58.8295,15.8478,15,10000,0.5,0.00757345,5.12227e-09,151.469,7440.74,17122,0
jog,58.8295,15.8478,15,10000,0.5,-0.00258666,-1.65189e+06,0.848128,9553.82,0,1
ils,58.8295,15.8478,15,10000,0.5,6.07779e-05,28468.3,0.309384,9537.7,15000,1
sel,58.8295,15.8478,15,10000,1,0,0,319.921,9975.77,0,1
ilp,58.8295,15.8478,15,10000,1,5.92898e-18,1.86265e-09,0.17281,9394.91,17308,0
jog,58.8295,15.8478,15,10000,1,-0.00525813,-1.65189e+06,0.848128,9553.82,0,1
ils,58.8295,15.8478,15,10000,1,0.000169395,53217,0.1231,9550.42,15000,1
sel,58.8295,15.8478,15,25000,0,0.0127957,0,319.893,24760.8,0,1
ilp,58.8295,15.8478,15,25000,0,-1,-1,-1,-1,17029,3
jog,58.8295,15.8478,15,25000,0,0.483804,1.77884e+06,12095.1,26849.5,5,1
ils,58.8295,15.8478,15,25000,0,0.483804,1.77884e+06,12095.1,26849.5,15000,1
sel,58.8295,15.8478,15,25000,0.5,0.00639786,0,319.893,24760.8,0,1
ilp,58.8295,15.8478,15,25000,0.5,-1,-1,-1,-1,17497,3
jog,58.8295,15.8478,15,25000,0.5,0.241449,-1.77884e+06,12095.1,26849.5,11,1
ils,58.8295,15.8478,15,25000,0.5,0.241492,-1.60829e+06,12095.1,26849.5,15000,1
sel,58.8295,15.8478,15,25000,1,0,0,319.893,24760.8,0,1
ilp,58.8295,15.8478,15,25000,1,-1,-1,-1,-1,19729,3
jog,58.8295,15.8478,15,25000,1,-0.013881,-2.72552e+07,2.5885,25885,12,1
ils,58.8295,15.8478,15,25000,1,-0.013881,-2.72552e+07,2.5885,25885,15000,1
sel,58.8295,15.8478,15,50000,0,0.00639786,0,319.893,49703.2,1,1
ilp,58.8295,15.8478,15,50000,0,-1,-1,-1,-1,19638,3
jog,58.8295,15.8478,15,50000,0,0.636283,6.02171e+07,31814.1,52183.6,72,1
ils,58.8295,15.8478,15,50000,0,0.636283,6.02171e+07,31814.1,52183.6,15000,1
sel,58.8295,15.8478,15,50000,0.5,0.00319893,0,319.893,49703.2,0,1
ilp,58.8295,15.8478,15,50000,0.5,0.003201,2.32831e-09,320.1,8478.34,17258,0
jog,58.8295,15.8478,15,50000,0.5,0.312222,-5.81125e+07,31592.2,53483.6,29,1
ils,58.8295,15.8478,15,50000,0.5,0.326888,-6.11253e+07,33077.9,53447.4,15000,1
sel,58.8295,15.8478,15,50000,1,0,0,319.893,49703.2,0,1
ilp,58.8295,15.8478,15,50000,1,-1,-1,-1,-1,17072,3
jog,58.8295,15.8478,15,50000,1,-0.0130397,-1.02414e+08,18531.9,51770,28,1
ils,58.8295,15.8478,15,50000,1,-0.0129626,-1.01808e+08,15034.3,51741.2,15000,1
sel,58.8295,15.8478,15,100000,0,0.00319893,0,319.893,99587.9,2,1
ilp,58.8295,15.8478,15,100000,0,-1,-1,-1,-1,17406,3
jog,58.8295,15.8478,15,100000,0,-1,-1,-1,-1,412,2
ils,58.8295,15.8478,15,100000,0,-1,-1,-1,-1,412,2
sel,58.8295,15.8478,15,100000,0.5,0.00159946,0,319.893,99587.9,1,1
ilp,58.8295,15.8478,15,100000,0.5,-1,-1,-1,-1,17788,3
jog,58.8295,15.8478,15,100000,0.5,-1,-1,-1,-1,789,2
ils,58.8295,15.8478,15,100000,0.5,-1,-1,-1,-1,789,2
sel,58.8295,15.8478,15,100000,1,0,0,319.893,99587.9,3,1
ilp,58.8295,15.8478,15,100000,1,-1,-1,-1,-1,19643,3
jog,58.8295,15.8478,15,100000,1,-1,-1,-1,-1,818,2
ils,58.8295,15.8478,15,100000,1,-1,-1,-1,-1,818,2
sel,58.5954,16.1651,60,1000,0,3.49839e-05,1.16415e-10,0.0349839,952.392,0,1
ilp,58.5954,16.1651,60,1000,0,8.379e-05,-21360.4,0.08379,903.924,64852,0
jog,58.5954,16.1651,60,1000,0,1.34122,-122800,1341.22,2261.21,3,1
ils,58.5954,16.1651,60,1000,0,1.34122,-122800,1341.22,2261.21,60000,1
sel,58.5954,16.1651,60,1000,0.5,1.7492e-05,1.16415e-10,0.0349839,952.392,0,1
ilp,58.5954,16.1651,60,1000,0.5,-1,-1,-1,-1,375,3
jog,58.5954,16.1651,60,1000,0.5,0.651065,-122800,1341.22,2261.21,3,1
ils,58.5954,16.1651,60,1000,0.5,0.651065,-122800,1341.22,2261.21,60000,1
sel,58.5954,16.1651,60,1000,1,3.70561e-17,1.16415e-10,0.0349839,952.392,0,1
ilp,58.5954,16.1651,60,1000,1,-0.00397234,-12479.5,36.9123,875.813,43129,0
jog,58.5954,16.1651,60,1000,1,-0.0626785,-196910,1163.9,2084.93,7,1
ils,58.5954,16.1651,60,1000,1,0.022145,69570.7,0.174979,2017.22,60000,1
sel,58.5954,16.1651,60,2500,0,1.39936e-05,1.16415e-10,0.0349839,2468.68,0,1
ilp,58.5954,16.1651,60,2500,0,0.586542,33040.6,1466.35,2329.91,62161,0
jog,58.5954,16.1651,60,2500,0,1.01171,-158564,2529.28,3832.65,11,1
ils,58.5954,16.1651,60,2500,0,1.01171,-158564,2529.28,3832.65,60000,1
sel,58.5954,16.1651,60,2500,0.5,6.99678e-06,1.16415e-10,0.0349839,2468.68,0,1
ilp,58.5954,16.1651,60,2500,0.5,0.132454,-483.287,662.333,1798.22,51569,0
jog,58.5954,16.1651,60,2500,0.5,0.501818,-158564,2529.28,3832.65,28,1
ils,58.5954,16.1651,60,2500,0.5,0.501818,-158564,2529.28,3832.65,60000,1
sel,58.5954,16.1651,60,2500,1,5.92898e-18,1.16415e-10,0.0349839,2468.68,0,1
ilp,58.5954,16.1651,60,2500,1,-0.000635574,-12479.5,0.0623595,1956.38,62204,0
jog,58.5954,16.1651,60,2500,1,-0.0106806,-209713,1154.98,2218.36,11,1
ils,58.5954,16.1651,60,2500,1,0.00604661,118725,0.208304,2189.94,60000,1
sel,58.5954,16.1651,60,5000,0,6.99678e-06,1.16415e-10,0.0349839,4995.82,0,1
ilp,58.5954,16.1651,60,5000,0,0.495683,-37340,2478.41,3647.72,62717,0
jog,58.5954,16.1651,60,5000,0,0.929231,37459.3,4646.16,6069.89,68,1
ils,58.5954,16.1651,60,5000,0,0.938144,47146.2,4690.72,6062.59,60000,1
sel,58.5954,16.1651,60,5000,0.5,3.49839e-06,1.16415e-10,0.0349839,4995.82,0,1
ilp,58.5954,16.1651,60,5000,0.5,-1,-1,-1,-1,396,3
jog,58.5954,16.1651,60,5000,0.5,0.462585,-145099,4635.09,5813.94,26,1
ils,58.5954,16.1651,60,5000,0.5,0.467115,-132468,4679.59,5813.01,60000,1
sel,58.5954,16.1651,60,5000,1,1.48225e-18,1.16415e-10,0.0349839,4995.82,0,1
ilp,58.5954,16.1651,60,5000,1,-1,-1,-1,-1,380,3
jog,58.5954,16.1651,60,5000,1,-0.00325735,-255831,3534.05,4656.49,25,1
ils,58.5954,16.1651,60,5000,1,0.00391251,307288,895.475,4639.7,60000,1
sel,58.5954,16.1651,60,10000,0,2.48147e-06,1.16415e-10,0.0248147,9956,1,1
ilp,58.5954,16.1651,60,10000,0,0.247841,37340,2478.41,3647.72,62381,0
jog,58.5954,16.1651,60,10000,0,0.787995,1.5238e+06,7879.95,11416.6,49,1
ils,58.5954,16.1651,60,10000,0,0.789319,1.54756e+06,7893.19,11414.7,60000,1
sel,58.5954,16.1651,60,10000,0.5,1.24074e-06,1.16415e-10,0.0248147,9956,1,1
ilp,58.5954,16.1651,60,10000,0.5,-1,-1,-1,-1,362,3
jog,58.5954,16.1651,60,10000,0.5,0.391572,-1.5238e+06,7879.95,11416.6,47,1
ils,58.5954,16.1651,60,10000,0.5,0.392335,-1.51508e+06,7894.94,11416.5,60000,1
sel,58.5954,16.1651,60,10000,1,3.70561e-19,1.16415e-10,0.0248147,9956,1,1
ilp,58.5954,16.1651,60,10000,1,3.99058e-05,12536.8,0.051777,623.394,20959,0
jog,58.5954,16.1651,60,10000,1,-0.00485269,-1.52452e+06,7544.72,10699.6,46,1
ils,58.5954,16.1651,60,10000,1,-0.00420849,-1.32214e+06,6339.2,10698.3,60000,1
sel,58.5954,16.1651,60,25000,0,1.39936e-06,1.16415e-10,0.0349839,24960.2,2,1
ilp,58.5954,16.1651,60,25000,0,0.10062,35841.8,2515.5,3487.47,62398,0
jog,58.5954,16.1651,60,25000,0,0.950479,1.0934e+07,23762,26113.3,108,1
ils,58.5954,16.1651,60,25000,0,0.977892,1.08719e+07,24447.3,26112.8,60000,1
sel,58.5954,16.1651,60,25000,0.5,6.99678e-07,1.16415e-10,0.0349839,24960.2,2,1
ilp,58.5954,16.1651,60,25000,0.5,2.03224e-07,0,0.0101612,2743.52,36960,0
jog,58.5954,16.1651,60,25000,0.5,0.46991,-1.07781e+07,23632.7,26294.6,228,1
ils,58.5954,16.1651,60,25000,0.5,0.486365,-1.06579e+07,24453.9,26292.7,60000,1
sel,58.5954,16.1651,60,25000,1,5.92898e-20,1.16415e-10,0.0349839,24960.2,2,1
ilp,58.5954,16.1651,60,25000,1,-1.1858e-19,-2.32831e-10,952.623,2870.34,19877,0
jog,58.5954,16.1651,60,25000,1,-0.0062019,-1.21774e+07,20286.2,24737,95,1
ils,58.5954,16.1651,60,25000,1,-0.00611513,-1.2007e+07,18527.3,24736.6,60000,1
sel,58.5954,16.1651,60,50000,0,6.99678e-07,1.16415e-10,0.0349839,49978.9,5,1
ilp,58.5954,16.1651,60,50000,0,0.0516412,35841.8,2582.06,3620.6,62286,0
jog,58.5954,16.1651,60,50000,0,0.920397,-5.8183e+07,46019.9,52466.2,159,1
ils,58.5954,16.1651,60,50000,0,0.938952,-6.01739e+07,46947.6,52465.3,60000,1
sel,58.5954,16.1651,60,50000,0.5,3.49839e-07,1.16415e-10,0.0349839,49978.9,5,1
ilp,58.5954,16.1651,60,50000,0.5,-1,-1,-1,-1,389,3
jog,58.5954,16.1651,60,50000,0.5,0.456494,-5.8183e+07,46019.9,52466.2,132,1
ils,58.5954,16.1651,60,50000,0.5,0.463655,-6.01649e+07,46748.5,52465.6,60001,1
sel,58.5954,16.1651,60,50000,1,1.48225e-20,1.16415e-10,0.0349839,49978.9,5,1
ilp,58.5954,16.1651,60,50000,1,-2.87653e-06,-22592.2,0.0752018,1682.2,22187,0
jog,58.5954,16.1651,60,50000,1,-0.00765101,-6.00909e+07,45318.6,53056.6,145,1
ils,58.5954,16.1651,60,50000,1,-0.00739492,-5.80796e+07,42892.5,53054.7,60000,1
sel,58.5954,16.1651,60,100000,0,2.48147e-07,1.16415e-10,0.0248147,99922.2,10,1
ilp,58.5954,16.1651,60,100000,0,0.0240224,-4755.89,2402.24,5258.2,62396,0
jog,58.5954,16.1651,60,100000,0,0.877168,2.04209e+08,87716.8,102746,205,1
ils,58.5954,16.1651,60,100000,0,0.894652,2.03988e+08,89465.2,102744,60000,1
sel,58.5954,16.1651,60,100000,0.5,1.24074e-07,1.16415e-10,0.0248147,99922.2,11,1
ilp,58.5954,16.1651,60,100000,0.5,0.0129098,-37062.9,2582.07,3618.22,62390,0
jog,58.5954,16.1651,60,100000,0.5,0.427432,-2.0771e+08,86147.5,101504,204,1
ils,58.5954,16.1651,60,100000,0.5,0.435954,-2.07442e+08,87851,101504,60000,1
sel,58.5954,16.1651,60,100000,1,3.70561e-21,1.16415e-10,0.0248147,99922.2,10,1
ilp,58.5954,16.1651,60,100000,1,4.8117e-08,1511.64,1051.54,2635.7,34696,0
jog,58.5954,16.1651,60,100000,1,-0.0066116,-2.0771e+08,85770,100749,434,1
ils,58.5954,16.1651,60,100000,1,-0.00653724,-2.05373e+08,85198.9,100744,60001,1
sel,58.5386,16.1506,60,1000,0,4.2727e-05,0,0.042727,946.214,0,1
ilp,58.5386,16.1506,60,1000,0,0.719078,-4066.87,719.078,943.619,62284,0
jog,58.5386,16.1506,60,1000,0,1.16735,6652.57,1167.35,2800.73,1,1
ils,58.5386,16.1506,60,1000,0,1.25676,4381.54,1256.76,2785.45,60000,1
sel,58.5386,16.1506,60,1000,0.5,2.13635e-05,0,0.042727,946.214,0,1
ilp,58.5386,16.1506,60,1000,0.5,0.0500148,-65.5066,100.05,393.49,19039,0
jog,58.5386,16.1506,60,1000,0.5,0.584733,6652.57,1167.35,2800.73,1,1
ils,58.5386,16.1506,60,1000,0.5,0.629252,5482.32,1256.76,2797.44,60000,1
sel,58.5386,16.1506,60,1000,1,0,0,0.042727,946.214,0,1
ilp,58.5386,16.1506,60,1000,1,0,0,92.5594,847.278,18657,0
jog,58.5386,16.1506,60,1000,1,-0.00211758,-6652.57,463.544,1635.2,1,1
ils,58.5386,16.1506,60,1000,1,0.00356777,11208.5,401.292,1633.49,60000,1
sel,58.5386,16.1506,60,2500,0,1.70908e-05,0,0.042727,2413,0,1
ilp,58.5386,16.1506,60,2500,0,0.568753,3908.07,1421.88,2344.02,62202,0
jog,58.5386,16.1506,60,2500,0,1.00439,-3775.93,2510.97,3456.8,1,1
ils,58.5386,16.1506,60,2500,0,1.09637,-2304.12,2740.93,3449.27,60000,1
sel,58.5386,16.1506,60,2500,0.5,8.5454e-06,0,0.042727,2413,0,1
ilp,58.5386,16.1506,60,2500,0.5,-1,-1,-1,-1,397,3
jog,58.5386,16.1506,60,2500,0.5,0.502098,-3775.93,2510.97,3456.8,1,1
ils,58.5386,16.1506,60,2500,0.5,0.548127,-2304.12,2740.93,3449.27,60000,1
sel,58.5386,16.1506,60,2500,1,0,0,0.042727,2413,0,1
ilp,58.5386,16.1506,60,2500,1,-5.92898e-18,-1.16415e-10,54.1415,1748.92,19485,0
jog,58.5386,16.1506,60,2500,1,-0.00219252,-43049.9,1900.8,3494.78,1,1
ils,58.5386,16.1506,60,2500,1,0.00372725,73184.5,1440.19,3490.45,60000,1
sel,58.5386,16.1506,60,5000,0,8.5454e-06,0,0.042727,4979.87,0,1
ilp,58.5386,16.1506,60,5000,0,0.472328,1070,2361.64,4483.98,62346,0
jog,58.5386,16.1506,60,5000,0,0.995554,-817302,4977.77,5358.84,3,1
ils,58.5386,16.1506,60,5000,0,0.995554,-817302,4977.77,5358.84,60000,1
sel,58.5386,16.1506,60,5000,0.5,4.2727e-06,0,0.042727,4979.87,0,1
ilp,58.5386,16.1506,60,5000,0.5,-1,-1,-1,-1,382,3
jog,58.5386,16.1506,60,5000,0.5,0.492574,-817302,4977.77,5358.84,3,1
ils,58.5386,16.1506,60,5000,0.5,0.492574,-817302,4977.77,5358.84,60000,1
sel,58.5386,16.1506,60,5000,1,0,0,0.042727,4979.87,0,1
ilp,58.5386,16.1506,60,5000,1,-1.48225e-18,-1.16415e-10,54.1415,1748.92,19841,0
jog,58.5386,16.1506,60,5000,1,-0.0182216,-1.43112e+06,4178.45,6306.89,3,1
ils,58.5386,16.1506,60,5000,1,-0.0151965,-1.19353e+06,2866.14,6282.83,60000,1
sel,58.5386,16.1506,60,10000,0,4.2727e-06,0,0.042727,9930.27,0,1
ilp,58.5386,16.1506,60,10000,0,0.318567,-14976.5,3185.67,5803.89,62427,0
jog,58.5386,16.1506,60,10000,0,0.983612,-4.0955e+06,9836.12,11544.2,14,1
ils,58.5386,16.1506,60,10000,0,0.983612,-4.0955e+06,9836.12,11544.2,60000,1
sel,58.5386,16.1506,60,10000,0.5,2.13635e-06,0,0.042727,9930.27,0,1
ilp,58.5386,16.1506,60,10000,0.5,0.00110077,0,22.0154,616.406,18616,0
jog,58.5386,16.1506,60,10000,0.5,0.485288,-4.0955e+06,9836.12,11544.2,13,1
ils,58.5386,16.1506,60,10000,0.5,0.485288,-4.0955e+06,9836.12,11544.2,60001,1
sel,58.5386,16.1506,60,10000,1,0,0,0.042727,9930.27,0,1
ilp,58.5386,16.1506,60,10000,1,2.31321e-05,7267.17,1215.02,2996.13,20434,0
jog,58.5386,16.1506,60,10000,1,-0.0144313,-4.53372e+06,8240.56,11051.5,14,1
ils,58.5386,16.1506,60,10000,1,-0.0119587,-3.75693e+06,7406.71,11048.5,60000,1
sel,58.5386,16.1506,60,25000,0,1.70908e-06,0,0.042727,24964.8,1,1
ilp,58.5386,16.1506,60,25000,0,0.122185,16613.6,3054.63,5738.44,62385,0
jog,58.5386,16.1506,60,25000,0,-1,-1,-1,-1,148,2
ils,58.5386,16.1506,60,25000,0,-1,-1,-1,-1,148,2
