name,lat,lon,timeBound,budget,importance,quality,area,profit,length,time,status
sel,58.5386,16.1506,60,25000,0.5,8.5454e-07,0,0.042727,24964.8,1,1
ilp,58.5386,16.1506,60,25000,0.5,0.063718,18250.6,3185.67,5803.89,62394,0
jog,58.5386,16.1506,60,25000,0.5,-1,-1,-1,-1,137,2
ils,58.5386,16.1506,60,25000,0.5,-1,-1,-1,-1,137,2
sel,58.5386,16.1506,60,25000,1,0,0,0.042727,24964.8,1,1
ilp,58.5386,16.1506,60,25000,1,5.92898e-20,1.16415e-10,624.567,2082.83,20338,0
jog,58.5386,16.1506,60,25000,1,-1,-1,-1,-1,134,2
ils,58.5386,16.1506,60,25000,1,-1,-1,-1,-1,134,2
sel,58.5386,16.1506,60,50000,0,8.5454e-07,0,0.042727,49991.8,3,1
ilp,58.5386,16.1506,60,50000,0,0.0610925,-16613.6,3054.63,5738.44,62324,0
jog,58.5386,16.1506,60,50000,0,0.886507,-1.13061e+07,44325.3,51809.2,249,1
ils,58.5386,16.1506,60,50000,0,0.931037,-1.08239e+07,46551.9,51806.2,60000,1
sel,58.5386,16.1506,60,50000,0.5,4.2727e-07,0,0.042727,49991.8,3,1
ilp,58.5386,16.1506,60,50000,0.5,0.0302163,108389,3020.94,4494.42,62318,0
jog,58.5386,16.1506,60,50000,0.5,0.442533,-1.13061e+07,44325.3,51809.2,241,1
ils,58.5386,16.1506,60,50000,0.5,0.464728,-1.07222e+07,46541,51806.8,60000,1
sel,58.5386,16.1506,60,50000,1,0,0,0.042727,49991.8,3,1
ilp,58.5386,16.1506,60,50000,1,-1,-1,-1,-1,402,3
jog,58.5386,16.1506,60,50000,1,-0.0025441,-1.99813e+07,43567.3,51362.2,228,1
ils,58.5386,16.1506,60,50000,1,-0.00235027,-1.8459e+07,39516.9,51354.4,60000,1
sel,58.5386,16.1506,60,100000,0,4.2727e-07,0,0.042727,99954.1,6,1
ilp,58.5386,16.1506,60,100000,0,0.0286034,-18250.6,2860.34,5369.5,62317,0
jog,58.5386,16.1506,60,100000,0,0.713716,4.49413e+07,71371.6,100788,354,1
ils,58.5386,16.1506,60,100000,0,0.753151,4.5482e+07,75315.1,100784,60000,1
sel,58.5386,16.1506,60,100000,0.5,2.13635e-07,0,0.042727,99954.1,6,1
ilp,58.5386,16.1506,60,100000,0.5,0.0159281,-14976.5,3185.67,6020.15,62318,0
jog,58.5386,16.1506,60,100000,0.5,0.356143,-4.49413e+07,71371.6,100788,330,1
ils,58.5386,16.1506,60,100000,0.5,0.376454,-4.45685e+07,75432.6,100785,60001,1
sel,58.5386,16.1506,60,100000,1,0,0,0.042727,99954.1,6,1
ilp,58.5386,16.1506,60,100000,1,-1,-1,-1,-1,386,3
jog,58.5386,16.1506,60,100000,1,-0.00143159,-4.49747e+07,71091.4,99950,325,1
ils,58.5386,16.1506,60,100000,1,-0.0013398,-4.2091e+07,75905,99943.2,60000,1
sel,58.6114,16.1633,60,1000,0,0.411989,2.91038e-11,411.989,995.348,0,1
ilp,58.6114,16.1633,60,1000,0,0.489985,-250.436,489.985,973.744,62326,0
jog,58.6114,16.1633,60,1000,0,1.97065,192283,1970.65,2375.16,2,1
ils,58.6114,16.1633,60,1000,0,1.97065,192283,1970.65,2375.16,60000,1
sel,58.6114,16.1633,60,1000,0.5,0.205995,2.91038e-11,411.989,995.348,0,1
ilp,58.6114,16.1633,60,1000,0.5,-1,-1,-1,-1,383,3
jog,58.6114,16.1633,60,1000,0.5,0.954721,-192283,1970.65,2375.16,2,1
ils,58.6114,16.1633,60,1000,0.5,0.954721,-192283,1970.65,2375.16,60000,1
sel,58.6114,16.1633,60,1000,1,9.26404e-18,2.91038e-11,411.989,995.348,0,1
ilp,58.6114,16.1633,60,1000,1,-9.26404e-18,-2.91038e-11,166.485,871.639,62374,0
jog,58.6114,16.1633,60,1000,1,-0.0612055,-192283,1970.65,2375.16,3,1
ils,58.6114,16.1633,60,1000,1,-0.0586707,-184319,1455.37,2372.99,60000,1
sel,58.6114,16.1633,60,2500,0,0.164796,2.91038e-11,411.989,2498.71,1,1
ilp,58.6114,16.1633,60,2500,0,0.851685,171639,2129.21,2335.31,62413,0
jog,58.6114,16.1633,60,2500,0,1.39221,-639518,3480.53,3523.22,16,1
ils,58.6114,16.1633,60,2500,0,1.39221,-639518,3480.53,3523.22,60000,1
sel,58.6114,16.1633,60,2500,0.5,0.0823978,2.91038e-11,411.989,2498.71,1,1
ilp,58.6114,16.1633,60,2500,0.5,0.169749,-2.91038e-11,848.746,2062.44,20553,0
jog,58.6114,16.1633,60,2500,0.5,0.67982,-639518,3480.53,3523.22,15,1
ils,58.6114,16.1633,60,2500,0.5,0.67982,-639518,3480.53,3523.22,60000,1
sel,58.6114,16.1633,60,2500,1,1.48225e-18,2.91038e-11,411.989,2498.71,1,1
ilp,58.6114,16.1633,60,2500,1,0,0,6.91504,891.881,21442,0
jog,58.6114,16.1633,60,2500,1,-0.0325704,-639518,3480.53,3523.22,16,1
ils,58.6114,16.1633,60,2500,1,-0.0325704,-639518,3480.53,3523.22,60000,1
sel,58.6114,16.1633,60,5000,0,0.0823978,2.91038e-11,411.989,4997.86,1,1
ilp,58.6114,16.1633,60,5000,0,0.544032,-254105,2720.16,2872.74,62463,0
jog,58.6114,16.1633,60,5000,0,1.26505,-862045,6325.23,6367.93,30,1
ils,58.6114,16.1633,60,5000,0,1.26505,-862045,6325.23,6367.93,60000,1
sel,58.6114,16.1633,60,5000,0.5,0.0411989,2.91038e-11,411.989,4997.86,1,1
ilp,58.6114,16.1633,60,5000,0.5,0.273634,254105,2720.16,2872.74,62441,0
jog,58.6114,16.1633,60,5000,0.5,0.627035,-862045,6325.23,6367.93,28,1
ils,58.6114,16.1633,60,5000,0.5,0.627035,-862045,6325.23,6367.93,60000,1
sel,58.6114,16.1633,60,5000,1,3.70561e-19,2.91038e-11,411.989,4997.86,1,1
ilp,58.6114,16.1633,60,5000,1,-3.70561e-19,-2.91038e-11,848.743,1963.58,20787,0
jog,58.6114,16.1633,60,5000,1,-0.0117443,-922396,5443.25,6557.72,29,1
ils,58.6114,16.1633,60,5000,1,-0.0111307,-874203,2256.01,6555.93,60000,1
sel,58.6114,16.1633,60,10000,0,0.0418198,2.91038e-11,418.198,9997.99,2,1
ilp,58.6114,16.1633,60,10000,0,0.272016,-254105,2720.16,2872.74,62506,0
jog,58.6114,16.1633,60,10000,0,1.01687,2.31242e+06,10168.7,11652.8,66,1
ils,58.6114,16.1633,60,10000,0,1.01687,2.31242e+06,10168.7,11652.8,60000,1
sel,58.6114,16.1633,60,10000,0.5,0.0209099,2.91038e-11,418.198,9997.99,2,1
ilp,58.6114,16.1633,60,10000,0.5,0.112076,-82716.1,2244.15,3381.08,62408,0
jog,58.6114,16.1633,60,10000,0.5,0.494974,-3.21984e+06,10002,10660.8,59,1
ils,58.6114,16.1633,60,10000,0.5,0.498541,-3.25372e+06,10074.4,10645.1,60000,1
sel,58.6114,16.1633,60,10000,1,9.26404e-20,2.91038e-11,418.198,9997.99,2,1
ilp,58.6114,16.1633,60,10000,1,-9.26404e-20,-2.91038e-11,854.692,1949.79,22045,0
jog,58.6114,16.1633,60,10000,1,-0.0128781,-4.04578e+06,9434.65,11198.7,55,1
ils,58.6114,16.1633,60,10000,1,-0.011011,-3.45922e+06,6329.4,11192.9,60000,1
sel,58.6114,16.1633,60,25000,0,0.0164796,2.91038e-11,411.989,24989.9,5,1
ilp,58.6114,16.1633,60,25000,0,0.104286,253201,2607.15,2870.41,62852,0
jog,58.6114,16.1633,60,25000,0,1.0093,-9.81712e+06,25232.5,28328.3,327,1
ils,58.6114,16.1633,60,25000,0,1.05558,-9.71811e+06,26389.5,28327.9,60000,1
sel,58.6114,16.1633,60,25000,0.5,0.00823978,2.91038e-11,411.989,24989.9,4,1
ilp,58.6114,16.1633,60,25000,0.5,0.000803464,-250.436,40.1764,586.506,19330,0
jog,58.6114,16.1633,60,25000,0.5,0.502149,-9.81712e+06,25232.5,28328.3,137,1
ils,58.6114,16.1633,60,25000,0.5,0.525685,-9.67901e+06,26407.5,28326.6,60000,1
sel,58.6114,16.1633,60,25000,1,1.48225e-20,2.91038e-11,411.989,24989.9,5,1
ilp,58.6114,16.1633,60,25000,1,0,0,18.5511,316.678,19369,0
jog,58.6114,16.1633,60,25000,1,-0.00576866,-1.13267e+07,22925.2,24505.8,135,1
ils,58.6114,16.1633,60,25000,1,-0.00489958,-9.6203e+06,16043,24497.7,60000,1
sel,58.6114,16.1633,60,50000,0,0.00823978,2.91038e-11,411.989,49992.2,7,1
ilp,58.6114,16.1633,60,50000,0,0.0375159,82716.1,1875.79,2640.09,62832,0
jog,58.6114,16.1633,60,50000,0,0.950882,-6.32799e+07,47544.1,54634.2,315,1
ils,58.6114,16.1633,60,50000,0,0.992081,-6.28495e+07,49604,54631.1,60000,1
sel,58.6114,16.1633,60,50000,0.5,0.00411989,2.91038e-11,411.989,49992.2,7,1
ilp,58.6114,16.1633,60,50000,0.5,0.0271854,-254105,2720.16,2872.74,62301,0
jog,58.6114,16.1633,60,50000,0.5,0.471413,-6.32799e+07,47544.1,54634.2,143,1
ils,58.6114,16.1633,60,50000,0.5,0.492039,-6.28495e+07,49604,54631.1,60000,1
sel,58.6114,16.1633,60,50000,1,3.70561e-21,2.91038e-11,411.989,49992.2,7,1
ilp,58.6114,16.1633,60,50000,1,-3.33505e-20,-2.61934e-10,487.219,1066.22,22751,0
jog,58.6114,16.1633,60,50000,1,-0.00805705,-6.32799e+07,46858.4,53262.7,139,1
ils,58.6114,16.1633,60,50000,1,-0.00785752,-6.17129e+07,44727.7,53246.8,60000,1
sel,58.6114,16.1633,60,100000,0,0.00411989,2.91038e-11,411.989,99992.7,16,1
ilp,58.6114,16.1633,60,100000,0,0.0272016,-254105,2720.16,2872.74,62450,0
jog,58.6114,16.1633,60,100000,0,0.877078,1.77788e+08,87707.8,102097,198,1
ils,58.6114,16.1633,60,100000,0,0.877078,1.77788e+08,87707.8,102097,60000,1
sel,58.6114,16.1633,60,100000,0.5,3.82354e-05,0,7.64708,99992.3,84,1
ilp,58.6114,16.1633,60,100000,0.5,0.00673534,250.436,1347.07,2683.63,62851,0
jog,58.6114,16.1633,60,100000,0.5,0.441369,1.77788e+08,87707.8,102097,372,1
ils,58.6114,16.1633,60,100000,0.5,0.441369,1.77788e+08,87707.8,102097,60000,1
sel,58.6114,16.1633,60,100000,1,0,0,7.64708,99992.3,80,1
ilp,58.6114,16.1633,60,100000,1,-8.33763e-21,-2.61934e-10,497.468,1150.19,18566,0
jog,58.6114,16.1633,60,100000,1,-0.00540593,-1.69832e+08,80671.9,100216,151,1
ils,58.6114,16.1633,60,100000,1,-0.00529939,-1.66485e+08,79362.3,100126,60000,1
sel,58.5874,16.2023,300,1000,0,8.1306e-06,5.82077e-11,0.0081306,999.718,0,1
ilp,58.5874,16.2023,300,1000,0,0.504798,22134.2,504.798,932.682,302208,0
jog,58.5874,16.2023,300,1000,0,1.18792,-56174.9,1187.92,2067.79,4,1
ils,58.5874,16.2023,300,1000,0,1.18792,-56174.9,1187.92,2067.79,300000,1
sel,58.5874,16.2023,300,1000,0.5,4.0653e-06,5.82077e-11,0.0081306,999.718,0,1
ilp,58.5874,16.2023,300,1000,0.5,-1,-1,-1,-1,367,3
jog,58.5874,16.2023,300,1000,0.5,0.585021,-56174.9,1187.92,2067.79,4,1
ils,58.5874,16.2023,300,1000,0.5,0.585021,-56174.9,1187.92,2067.79,300000,1
sel,58.5874,16.2023,300,1000,1,1.85281e-17,5.82077e-11,0.0081306,999.718,0,1
